,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change,cat
251,WBGene00008501,fbxa-177,F01D5.11,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
254,WBGene00008635,,F10A3.7,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
259,WBGene00008813,srz-2,F14F8.2,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
276,WBGene00009197,,F28B1.3,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
298,WBGene00009757,,F46B3.2,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
320,WBGene00010400,clec-14,H16D19.2,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
324,WBGene00010535,,K03D7.8,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
350,WBGene00011421,,T04B2.1,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
365,WBGene00011686,,T10C6.2,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
377,WBGene00012047,,T26E4.5,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
378,WBGene00012053,srbc-74,T26E4.13,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
380,WBGene00012078,srz-50,T27C5.4,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
382,WBGene00012080,clec-244,T27C5.7,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
385,WBGene00012147,,VC27A7L.1,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
444,WBGene00013372,,Y61B8B.2,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
458,WBGene00013627,srz-52,Y102A5C.26,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
469,WBGene00013772,clec-192,Y116A8A.1,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
507,WBGene00014675,,C12D8.3,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
508,WBGene00014676,,C12D8.7,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
517,WBGene00014692,,C33A12.17,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
546,WBGene00014757,,F44G3.4,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
551,WBGene00014766,,F49E11.t1,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
561,WBGene00014787,,F59A1.t7,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
577,WBGene00014824,,R12G8.t2,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
581,WBGene00014833,,T07C12.4,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
585,WBGene00014839,,T10H4.1,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
604,WBGene00014875,,Y39B6A.t1,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
609,WBGene00014887,,Y43F8A.t1,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
613,WBGene00014891,,Y43F8C.t3,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
615,WBGene00014894,,Y43F8C.t6,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
623,WBGene00014909,,Y51B9A.2,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
624,WBGene00014911,,Y51H4A.t1,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
654,WBGene00014961,,Y105C5A.19,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
668,WBGene00014984,,ZK262.12,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
684,WBGene00015533,,C06E4.4,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
687,WBGene00015575,srbc-35,C07G3.7,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
705,WBGene00016047,srt-26,C24B9.2,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
726,WBGene00016851,srt-71,C50H11.3,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
728,WBGene00016854,srt-10,C50H11.6,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
730,WBGene00016959,,C55H1.1,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
755,WBGene00017821,,F26D11.4,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
821,WBGene00019526,,K08D9.5,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
865,WBGene00020622,,T20D4.17,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
938,WBGene00022526,,ZC132.8,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
961,WBGene00023226,,B0344.1,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
978,WBGene00023249,,C35B1.t1,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
991,WBGene00023269,,F16F9.t1,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
993,WBGene00023274,,F23C8.10,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1000,WBGene00023282,,F39E9.9,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1030,WBGene00023338,,T03D3.10,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1041,WBGene00023354,,W02D7.1,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1043,WBGene00023357,,W03H1.t1,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1046,WBGene00023366,,Y37E11B.t1,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1056,WBGene00023386,,Y67D2.t2,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1069,WBGene00023464,srz-80,C09G12.12,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1073,WBGene00023507,srz-26,F31E9.7,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1079,WBGene00043239,,F08D12.5,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1086,WBGene00044037,,ZK892.8,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1097,WBGene00044093,srbc-72,F30B5.9,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1099,WBGene00044097,srh-64,Y57G11A.6,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1100,WBGene00044102,srbc-46,ZC455.12,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1124,WBGene00044276,nspa-11,T06E4.13,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1160,WBGene00044722,,C17H1.12,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1183,WBGene00045002,,F44D12.12,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1225,WBGene00045236,,Y26D4A.19,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1230,WBGene00045281,,Y51H4A.33,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1250,WBGene00045502,,F49H6.14,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1268,WBGene00050950,,Y60A3A.28,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1270,WBGene00050958,,F28B1.10,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1272,WBGene00050962,,F49A5.11,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1280,WBGene00077436,,F46B3.22,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1294,WBGene00077494,,F28B1.12,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1295,WBGene00077496,,F11A3.4,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1308,WBGene00077552,,H15N14.4,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1318,WBGene00077580,,R08A2.8,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1325,WBGene00077596,,K06B4.17,Live,pseudogene,0.311190285,1.984780908,,0,0,0,0,1.867141712,0,no_change,
1326,WBGene00077602,,F35E8.15,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1327,WBGene00077603,,T05G11.9,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1331,WBGene00077609,,F44G3.15,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1341,WBGene00077649,,Y51A2B.11,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1345,WBGene00077657,,F11D11.18,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1370,WBGene00185093,,K08D8.8,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1393,WBGene00194945,,C32H11.16,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1416,WBGene00219442,,C08F8.16,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
1426,WBGene00235272,,Y43B11AL.5,Live,pseudogene,0.228473122,1.984780908,,0,0,0,1.370838733,0,0,no_change,
1435,WBGene00235355,,ZK250.15,Live,pseudogene,0.180534161,1.984780908,,0,0,0,0,0,1.083204965,no_change,
34,WBGene00004907,snf-8,ZK829.10,Live,pseudogene,98.13346842,1.978294627,5.94E-05,60.03834064,29.06665317,30.08513622,194.6591,136.301345,138.6502355,up,
419,WBGene00012817,,Y43F8B.6,Live,pseudogene,1.147110599,1.978199395,,0,0,1.399308661,5.48335493,0,0,no_change,
1028,WBGene00023334,,R148.t4,Live,pseudogene,1.147110599,1.978199395,,0,0,1.399308661,5.48335493,0,0,no_change,
1170,WBGene00044804,,ZK938.8,Live,pseudogene,1.147110599,1.978199395,,0,0,1.399308661,5.48335493,0,0,no_change,
1419,WBGene00219549,,F59A1.19,Live,pseudogene,6.285443304,1.974691762,0.275795919,1.364507742,0,6.296888976,10.96670986,9.335708562,9.748844682,no_change,
132,WBGene00005825,srw-78,F18E3.9,Live,pseudogene,3.459936612,1.974533452,0.489638654,0,4.152379024,0,1.370838733,13.06999199,2.166409929,no_change,
1405,WBGene00206536,,C14A6.16,Live,pseudogene,80.57456899,1.972737885,3.85E-06,38.20621677,31.14284268,28.68582756,145.3089057,130.6999199,109.4037014,up,
277,WBGene00009230,oac-18,F28G4.5,Live,pseudogene,10.249683,1.968310138,0.095969789,2.046761613,3.460315854,6.996543307,19.19174226,16.80427541,12.99845958,no_change,
521,WBGene00014703,,C47A4.4,Live,pseudogene,14.2158843,1.96629317,0.184892404,1.364507742,11.07301073,4.897580315,1.370838733,37.34283425,29.24653405,no_change,
744,WBGene00017496,srbc-15,F15E11.10,Live,pseudogene,26.95754575,1.966221573,0.100670749,18.42085451,6.920631707,7.696197637,101.4420662,5.601425137,21.66409929,no_change,
530,WBGene00014728,,E03A3.1,Live,pseudogene,180.4796972,1.963400015,5.97E-05,119.3944274,38.75553756,62.96888976,307.0678761,242.7284226,311.9630298,up,
256,WBGene00008658,clec-152,F10F2.6,Live,pseudogene,282.2059531,1.961142774,2.78E-09,130.9927432,132.1840656,82.55921102,407.1391036,505.995404,434.3651908,up,
532,WBGene00014730,,F01D5.4,Live,pseudogene,14.16951065,1.957856454,0.186684523,0,13.84126341,3.498271653,17.82090352,33.60855082,16.24807447,no_change,
231,WBGene00008013,,C38D9.5,Live,pseudogene,170.0272147,1.953243909,5.69E-06,103.7025884,51.9047378,53.87338346,226.1883909,259.532698,324.9614894,up,
9,WBGene00001605,gln-4,T25C8.3,Live,pseudogene,123.9613279,1.953091163,6.31E-07,51.85129419,42.21585341,58.77096378,156.2756155,194.1827381,240.4715022,up,
374,WBGene00011851,clec-23,T20B3.8,Live,pseudogene,3.991205035,1.940771139,0.53883673,0,0,4.897580315,4.112516198,14.9371337,0,no_change,
366,WBGene00011690,,T10C6.9,Live,pseudogene,7.791179522,1.930208499,0.485702362,0,5.536505366,4.197925984,37.01264578,0,0,no_change,
701,WBGene00015876,,C17B7.2,Live,pseudogene,13.15969821,1.928703457,0.116956701,7.50479258,4.844442195,4.197925984,37.01264578,3.734283425,21.66409929,no_change,
351,WBGene00011448,tag-348,T04H1.1,Live,pseudogene,4.489160231,1.928405481,0.388498183,3.411269355,0,2.098962992,1.370838733,16.80427541,3.249614894,no_change,
1415,WBGene00219377,,F47C12.12,Live,pseudogene,2.225382248,1.924412998,0.538488964,1.364507742,0,1.399308661,6.854193663,3.734283425,0,no_change,
545,WBGene00014755,,F40F12.8,Live,pseudogene,98.66588768,1.923499804,0.000113593,45.02875548,43.59997976,34.98271653,87.73367889,166.1756124,214.474583,up,
778,WBGene00018494,,F46F5.2,Live,pseudogene,14.86122594,1.917852725,0.054168914,4.093523226,4.152379024,10.49481496,24.67509719,18.67141712,27.08012412,no_change,
853,WBGene00020338,,T08A9.6,Live,pseudogene,60.9140339,1.913001937,0.004132985,34.79494742,8.304758049,33.58340787,89.10451762,98.95851075,100.7380617,up,
1123,WBGene00044270,,F35E2.10,Live,pseudogene,161.536458,1.905070411,0.000116996,112.5718887,52.59680097,39.18064252,261.8301979,220.3227221,282.7164958,up,
559,WBGene00014781,,F59A1.t1,Live,pseudogene,5.415418931,1.898483981,0.328181046,4.093523226,0,2.798617323,16.45006479,3.734283425,5.416024823,no_change,
723,WBGene00016688,srbc-18,C45H4.6,Live,pseudogene,0.570655223,1.896491067,,0.682253871,0,0,2.741677465,0,0,no_change,
811,WBGene00019311,,K02E7.6,Live,pseudogene,199.3137317,1.883681344,0.006909393,70.2721487,51.21267463,133.6339772,634.6983332,138.1684867,167.8967695,up,
571,WBGene00014809,,M142.3,Live,pseudogene,41.66403195,1.863535321,0.007578842,25.24339322,6.920631707,21.68928425,67.1710979,67.21710164,61.74268299,no_change,
950,WBGene00022818,,ZK783.3,Live,pseudogene,34.4141335,1.861336915,0.017048757,25.24339322,11.07301073,8.395851968,39.75432325,42.94425938,79.07396242,no_change,
212,WBGene00007461,,C08F11.14,Live,pseudogene,245.6127978,1.857472696,3.15E-09,115.9831581,98.96503341,104.2484953,350.9347156,332.3512248,471.1941596,up,
1211,WBGene00045104,,C04G2.12,Live,pseudogene,8.435317211,1.855048144,0.25373084,6.822538709,0,4.197925984,13.70838733,7.468566849,18.4144844,no_change,
509,WBGene00014678,,C15H7.2,Live,pseudogene,44.60940913,1.852477341,0.01190967,28.65466258,6.920631707,22.38893858,47.97935564,85.88851877,75.82434753,no_change,
11,WBGene00001963,btb-1,F40G9.4,Live,pseudogene,38.83191297,1.851297932,0.002147645,19.10310839,12.45713707,18.89066693,47.97935564,72.81852678,61.74268299,no_change,
40,WBGene00005092,srd-14,B0547.3,Live,pseudogene,61.86098243,1.849779996,0.0007221,38.20621677,15.91745293,26.58686457,97.32955002,85.88851877,107.2372915,up,
1391,WBGene00194932,,F54F7.11,Live,pseudogene,16.85475273,1.8381797,0.256733495,15.69183903,0,6.296888976,4.112516198,52.27996794,22.74730426,no_change,
481,WBGene00014134,,ZK896.3,Live,pseudogene,57.20017132,1.814001047,0.01628521,30.01917032,15.22538976,30.78479055,168.6131641,54.14710966,44.41140355,up,
942,WBGene00022630,fbxa-223,ZC513.10,Live,pseudogene,84.29370661,1.803549925,0.000264099,42.29974,24.91427415,45.47753149,94.58787255,138.1684867,160.3143348,up,
790,WBGene00018749,,F53C3.5,Live,pseudogene,16.43000615,1.802547926,0.057811999,11.59831581,5.536505366,4.897580315,20.56258099,22.40570055,33.57935391,no_change,
510,WBGene00014681,,C25D7.14,Live,pseudogene,40.42423428,1.799875796,0.008383986,13.64507742,28.37459,11.89412362,65.80025917,78.41995192,44.41140355,no_change,
686,WBGene00015562,,C07D8.2,Live,pseudogene,4.640090651,1.799302044,0.4716494,1.364507742,0,4.897580315,15.07922606,0,6.499229788,no_change,
1254,WBGene00050883,,Y102A5C.38,Live,pseudogene,5.074785429,1.797357148,0.357791023,4.093523226,2.768252683,0,6.854193663,3.734283425,12.99845958,no_change,
342,WBGene00011174,acs-23,R09E10.4,Live,pseudogene,108.2597789,1.780823991,3.47E-05,49.80453258,40.1396639,56.67200078,123.3754859,166.1756124,213.391378,up,
1288,WBGene00077448,,D1086.20,Live,pseudogene,98.75697979,1.774966759,0.001078376,64.81411774,33.21903219,35.68237086,90.47535635,209.1198718,159.2311298,up,
1317,WBGene00077579,,R11H6.7,Live,pseudogene,96.06867262,1.76771189,0.000155626,47.75777096,26.29840049,56.67200078,150.7922606,160.5741873,134.3174156,up,
558,WBGene00014777,,F58A4.12,Live,pseudogene,18.06402937,1.75114616,0.192693043,11.59831581,0,13.29343228,30.15845212,18.67141712,34.66255887,no_change,
913,WBGene00021792,,Y52D5A.1,Live,pseudogene,93.57175418,1.741714868,0.000930117,51.16904032,35.29522171,42.67891417,75.39613029,179.2456044,177.6456142,up,
884,WBGene00021140,clec-131,W10G11.7,Live,pseudogene,1.477175511,1.740417188,,0,2.076189512,0,1.370838733,0,5.416024823,no_change,
852,WBGene00020309,,T07D3.6,Live,pseudogene,18.01993014,1.737958619,0.094401891,13.64507742,8.304758049,2.798617323,26.04593592,41.07711767,16.24807447,no_change,
5,WBGene00000709,col-136,Y51H4A.28,Live,pseudogene,6.487839577,1.729187593,0.459600246,6.140284838,0,2.798617323,0,22.40570055,7.582434753,no_change,
710,WBGene00016225,fbxa-58,C29F9.11,Live,pseudogene,6.520479007,1.729119316,0.278865623,2.729015484,5.536505366,0.699654331,6.854193663,16.80427541,6.499229788,no_change,
0,WBGene00000021,abt-3,F55G11.9,Live,pseudogene,100.5510985,1.726700443,0.008149935,75.0479258,13.84126341,51.07476614,165.8714866,151.2384787,146.2326702,up,
82,WBGene00005460,srh-254,T26H5.1,Live,pseudogene,1.00135464,1.706062087,,0,0,1.399308661,2.741677465,1.867141712,0,no_change,
1373,WBGene00189946,,W04E12.10,Live,pseudogene,5.362807012,1.705777867,0.407726631,2.046761613,0.692063171,4.897580315,13.70838733,0,10.83204965,no_change,
878,WBGene00020992,,W03F8.2,Live,pseudogene,193.5012416,1.704441461,8.33E-06,100.291319,67.13012756,105.6478039,335.8554895,218.4555803,333.6271291,up,
345,WBGene00011294,,R102.7,Live,pseudogene,33.70510834,1.70371712,0.030779108,27.29015484,6.228568536,13.99308661,47.97935564,50.41282623,56.32665816,no_change,
757,WBGene00017870,,F28A10.2,Live,pseudogene,7.733193984,1.688149922,0.298305233,2.729015484,0.692063171,7.696197637,10.96670986,3.734283425,20.58089433,no_change,
1287,WBGene00077447,,C14A6.14,Live,pseudogene,4.945673478,1.687340717,0.500250609,0,0,6.996543307,8.225032396,11.20285027,3.249614894,no_change,
210,WBGene00007380,,C06C6.6,Live,pseudogene,81.24532835,1.669126151,0.004821329,55.94481742,17.99364244,42.67891417,89.10451762,134.4342033,147.3158752,up,
824,WBGene00019560,,K09C6.6,Live,pseudogene,0.477677377,1.667043284,,0,0,0.699654331,0,0,2.166409929,no_change,
939,WBGene00022545,,ZC196.1,Live,pseudogene,29.85523554,1.659295572,0.025409476,18.42085451,12.45713707,11.89412362,31.52929085,69.08424336,35.74576383,no_change,
1164,WBGene00044764,,W01A8.7,Live,pseudogene,4.809173627,1.658101144,0.528606248,0,0.692063171,6.296888976,16.45006479,0,5.416024823,no_change,
343,WBGene00011178,,R09E10.9,Live,pseudogene,34.70703376,1.65269195,0.032074089,30.01917032,8.304758049,11.89412362,54.8335493,52.27996794,50.91063334,no_change,
1119,WBGene00044229,,T03F6.8,Live,pseudogene,125.8953571,1.646839761,0.001333856,76.41243354,53.98092732,52.4740748,97.32955002,218.4555803,256.7195766,up,
1025,WBGene00023326,,M03D4.5,Live,pseudogene,1.461032106,1.64183637,,0.682253871,0,1.399308661,0,5.601425137,1.083204965,no_change,
429,WBGene00013032,wht-9,Y49E10.9,Live,pseudogene,75.97043726,1.618153801,0.012767782,46.39326322,12.45713707,53.17372913,109.6670986,113.8956445,120.2357511,up,
1208,WBGene00045099,,Y67A10A.13,Live,pseudogene,1.855770697,1.613670938,0.689401087,0,2.768252683,0,0,1.867141712,6.499229788,no_change,
7,WBGene00001091,drh-2,C01B10.1,Live,pseudogene,1427.050972,1.601766925,2.76E-06,900.5751096,539.8092732,681.4633181,2852.715403,1925.023105,1662.719621,up,
505,WBGene00014673,,C08H9.9,Live,pseudogene,6.459536548,1.586964298,0.408565239,2.046761613,7.612694878,0,4.112516198,13.06999199,11.91525461,no_change,
471,WBGene00013788,,Y116A8C.8,Live,pseudogene,24.45697726,1.582225971,0.051149651,15.69183903,6.228568536,14.69274094,28.78761339,46.67854281,34.66255887,no_change,
411,WBGene00012679,,Y39B6A.18,Live,pseudogene,204.1175057,1.58180767,0.000173476,135.7685203,74.74282244,96.55229763,237.1551007,268.8684066,411.6178866,up,
945,WBGene00022688,math-47,ZK250.5,Live,pseudogene,9.147062288,1.577000638,0.355085182,2.729015484,11.07301073,0,9.595871128,13.06999199,18.4144844,no_change,
255,WBGene00008657,clec-154,F10F2.5,Live,pseudogene,173.768139,1.574807642,2.70E-05,88.69300322,62.97774854,110.5453842,239.8967782,250.1969895,290.2989305,up,
317,WBGene00010313,,F59B2.11,Live,pseudogene,17.40230349,1.56318484,0.085518137,11.59831581,6.920631707,7.696197637,19.19174226,37.34283425,21.66409929,no_change,
1171,WBGene00044806,,T19H5.5,Live,pseudogene,1.799353128,1.56077327,,2.729015484,0,0,0,3.734283425,4.332819859,no_change,
936,WBGene00022370,,Y92H12BR.4,Live,pseudogene,16.79388197,1.559862999,0.227920639,14.32733129,0.692063171,10.49481496,42.49600071,18.67141712,14.08166454,no_change,
1017,WBGene00023314,,H31G24.2,Live,pseudogene,4.096684169,1.548295665,0.575633669,0.682253871,0,5.597234645,0,7.468566849,10.83204965,no_change,
856,WBGene00020388,,T10B5.2,Live,pseudogene,172.4649466,1.532147115,1.04E-05,98.92681128,85.81583317,81.15990236,313.9220698,229.6584306,225.3066327,up,
