,WB_ID,common_name,transcript,status,description,baseMean,log2FoldChange,padj,N2_CTR_1,N2_CTR_3,N2_CTR_4,N2_HS_1,N2_HS_3,N2_HS_4,change,cat
1217,WBGene00045175,,C10C6.9,Live,pseudogene,160.5587383,-0.411852243,0.335009946,178.0682603,177.1681717,193.8042496,104.1837437,173.6441792,136.4838256,no_change,
1236,WBGene00045316,,C49F5.9,Live,pseudogene,52.23067863,-0.418600057,0.545078295,45.71100935,47.06029561,86.05748267,42.49600071,54.14710966,37.91217376,no_change,
664,WBGene00014977,,ZC15.4,Live,pseudogene,8.64568494,-0.434474115,0.766739307,8.869300322,8.996821219,11.89412362,4.112516198,9.335708562,8.665639717,no_change,
364,WBGene00011660,,T09E11.11,Live,pseudogene,36.06013621,-0.434676549,0.571798902,35.47720129,53.28886415,34.98271653,28.78761339,41.07711767,22.74730426,no_change,
16,WBGene00003420,msh-4,T02G5.6,Live,pseudogene,34.96995101,-0.440119642,0.635480729,53.8980558,33.21903219,32.88375354,13.70838733,52.27996794,23.83050922,no_change,
1313,WBGene00077570,,F55B12.11,Live,pseudogene,0.652317221,-0.44061656,,2.046761613,0,0,0,1.867141712,0,no_change,
898,WBGene00021483,,Y40A1A.1,Live,pseudogene,3.42251852,-0.447108181,0.872604966,1.364507742,4.152379024,6.296888976,6.854193663,1.867141712,0,no_change,
1292,WBGene00077457,,Y39B6A.49,Live,pseudogene,190.2935067,-0.455824739,0.266628424,196.4891148,278.2093946,185.4083976,141.1963895,173.6441792,166.8135646,no_change,
290,WBGene00009590,ttr-4,F40F12.1,Live,pseudogene,100.7664724,-0.456182499,0.428614749,94.15103419,171.6316663,83.95851968,69.91277536,89.62280219,95.32203689,no_change,
1115,WBGene00044219,,F28F8.10,Live,pseudogene,38.6781378,-0.46684796,0.565191569,45.02875548,38.06347439,52.4740748,28.78761339,16.80427541,50.91063334,no_change,
1063,WBGene00023395,,Y82E9BL.9,Live,pseudogene,2.800814231,-0.468227114,0.87764779,0,4.844442195,4.897580315,4.112516198,1.867141712,1.083204965,no_change,
694,WBGene00015727,,C13A2.11,Live,pseudogene,0.530361326,-0.47364488,,0,0,2.098962992,0,0,1.083204965,no_change,
1390,WBGene00194891,,Y6D1A.3,Live,pseudogene,15.53619952,-0.474091695,0.70309159,20.46761613,8.304758049,25.1875559,17.82090352,14.9371337,6.499229788,no_change,
379,WBGene00012058,,T26F2.2,Live,pseudogene,33.58892884,-0.474318928,0.666447953,36.84170903,62.97774854,16.79170394,9.595871128,50.41282623,24.91371419,no_change,
1337,WBGene00077636,,Y46G5A.43,Live,pseudogene,49.09302861,-0.479238765,0.545834394,45.02875548,33.91109537,93.05402598,47.97935564,28.00712568,46.57781348,no_change,
796,WBGene00018992,trpl-1,F56F11.5,Live,pseudogene,16.28114875,-0.481332048,0.713592338,12.96282355,13.84126341,30.08513622,26.04593592,9.335708562,5.416024823,no_change,
831,WBGene00019789,,M116.2,Live,pseudogene,58.51782361,-0.488827307,0.411478734,62.76735612,78.89520146,62.96888976,60.31690424,50.41282623,35.74576383,no_change,
880,WBGene00021018,,W04B5.1,Live,pseudogene,95.13457104,-0.501073187,0.299227475,111.8896348,127.3396234,94.45333464,68.54193663,97.09136904,71.49152767,no_change,
904,WBGene00021651,miro-3,Y47G6A.27,Live,pseudogene,35.07903421,-0.510797545,0.497077089,38.88847064,49.82854829,34.98271653,39.75432325,24.27284226,22.74730426,no_change,
595,WBGene00014857,,W08D2.9,Live,pseudogene,187.0299827,-0.514283589,0.310975716,195.806861,258.8316258,204.2990646,89.10451762,220.3227221,153.815105,no_change,
901,WBGene00021604,,Y46H3C.4,Live,pseudogene,15.78503095,-0.517296122,0.690701655,23.19663161,22.14602146,9.795160629,10.96670986,24.27284226,4.332819859,no_change,
915,WBGene00021885,,Y54G2A.20,Live,pseudogene,4.257444574,-0.518481522,0.829915469,8.187046451,2.768252683,4.197925984,8.225032396,0,2.166409929,no_change,
65,WBGene00005360,srh-144,F26D2.5,Live,pseudogene,2.129831357,-0.521703751,0.888243493,2.046761613,5.536505366,0,4.112516198,0,1.083204965,no_change,
1430,WBGene00235292,,F28E10.16,Live,pseudogene,4.972458279,-0.52939801,0.829616374,5.458030967,8.304758049,3.498271653,1.370838733,11.20285027,0,no_change,
960,WBGene00023224,,B0280.6,Live,pseudogene,0.938683134,-0.531256766,,0.682253871,1.384126341,1.399308661,0,0,2.166409929,no_change,
650,WBGene00014955,,Y102A5C.6,Live,pseudogene,429.1494026,-0.532055879,0.126251189,431.1844464,508.6664305,583.5117118,412.6224585,278.2041151,360.7072532,no_change,
504,WBGene00014672,,C08F11.6,Live,pseudogene,17.83295508,-0.532769299,0.619955139,12.28056968,21.45395829,29.38548189,19.19174226,14.9371337,9.748844682,no_change,
611,WBGene00014889,,Y43F8C.t1,Live,pseudogene,0.929613214,-0.532878093,,3.411269355,0,0,0,0,2.166409929,no_change,
426,WBGene00012974,,Y48A6C.1,Live,pseudogene,137.8811696,-0.538345148,0.244739109,149.4135977,168.8634137,170.7156567,138.454712,125.0984947,74.74114256,no_change,
304,WBGene00009864,,F49B2.4,Live,pseudogene,22.73478862,-0.549651089,0.715845225,17.05634677,36.67934805,27.2865189,0,26.13998397,29.24653405,no_change,
190,WBGene00006895,ver-2,T17A3.8,Live,pseudogene,52.43913658,-0.554715875,0.476816197,64.81411774,51.21267463,70.6650874,65.80025917,44.8114011,17.33127943,no_change,
868,WBGene00020711,rmd-5,T23B3.3,Live,pseudogene,3.086440764,-0.563643938,0.860084095,0,3.460315854,7.696197637,4.112516198,0,3.249614894,no_change,
677,WBGene00015016,bath-14,B0047.5,Live,pseudogene,45.33883027,-0.564040963,0.459636806,60.03834064,48.44442195,53.17372913,16.45006479,56.01425137,37.91217376,no_change,
792,WBGene00018852,,F55A3.7,Live,pseudogene,117.8285095,-0.5653638,0.192322638,126.89922,143.9491395,150.4256811,75.39613029,113.8956445,96.40524186,no_change,
1396,WBGene00195255,,H16D19.7,Live,pseudogene,7.693760753,-0.570855319,0.746167474,2.729015484,19.37776878,5.597234645,8.225032396,3.734283425,6.499229788,no_change,
572,WBGene00014811,,M162.9,Live,pseudogene,83.9709439,-0.571254391,0.394076888,65.49637161,143.2570763,91.65471732,38.38348451,98.95851075,66.07550285,no_change,
19,WBGene00003445,msp-52,F36H12.6,Live,pseudogene,282.1264331,-0.573686746,0.303588887,267.4435174,427.6950395,315.5441031,131.6005183,377.1626259,173.3127943,no_change,
215,WBGene00007578,,C14B1.7,Live,pseudogene,1502.22137,-0.591829514,0.022940597,1814.113043,1629.116704,1974.424521,1306.409312,1213.642113,1075.62253,no_change,
192,WBGene00007066,,3R5.2,Live,pseudogene,25.62207227,-0.592905064,0.609416239,27.97240871,32.52696902,31.48444488,2.741677465,37.34283425,21.66409929,no_change,
817,WBGene00019441,,K06B9.4,Live,pseudogene,212.7279276,-0.594275263,0.106235318,251.7516784,256.7554363,259.5717567,131.6005183,177.3784627,199.3097135,no_change,
1140,WBGene00044517,,Y32G9A.13,Live,pseudogene,28.09842085,-0.598911194,0.499586066,30.70142419,21.45395829,49.67545748,30.15845212,14.9371337,21.66409929,no_change,
983,WBGene00023259,,C52D10.10,Live,pseudogene,2.885701284,-0.600954329,0.879872658,1.364507742,0,9.095506299,6.854193663,0,0,no_change,
1023,WBGene00023323,,K08F11.6,Live,pseudogene,65.89393034,-0.616632327,0.271493669,73.68341806,78.20313829,86.757137,35.64180705,69.08424336,51.9938383,no_change,
926,WBGene00022163,,Y71G12B.28,Live,pseudogene,27.02559892,-0.621801556,0.50095024,34.79494742,33.91109537,29.38548189,35.64180705,18.67141712,9.748844682,no_change,
620,WBGene00014904,,Y49E10.26,Live,pseudogene,14.14954484,-0.622703869,0.584088136,20.46761613,11.7650739,18.89066693,12.33754859,14.9371337,6.499229788,no_change,
202,WBGene00007165,,B0391.10,Live,pseudogene,250.8745453,-0.622864687,0.053911802,306.331988,283.0538368,323.9399551,213.8508423,175.511321,202.5593284,no_change,
931,WBGene00022222,,Y73B3A.21,Live,pseudogene,54.88507492,-0.623562619,0.376302556,46.39326322,63.66981171,88.85609999,26.04593592,65.34995993,38.99537873,no_change,
801,WBGene00019117,nhr-144,F59E11.12,Live,pseudogene,97.86742326,-0.624808536,0.175940328,120.0766813,123.8793076,111.9446929,95.95871128,74.68566849,60.65947802,no_change,
1432,WBGene00235319,,F44E7.17,Live,pseudogene,208.7710918,-0.625053464,0.090467413,238.106601,291.3585949,231.5855835,157.6464543,140.0356284,193.8936887,no_change,
432,WBGene00013112,,Y51H4A.18,Live,pseudogene,6.112103653,-0.626885794,0.75553874,2.729015484,17.30157927,2.098962992,2.741677465,7.468566849,4.332819859,no_change,
916,WBGene00021886,,Y54G2A.21,Live,pseudogene,162.8878723,-0.628524515,0.104784282,225.8260313,167.4792873,200.8007929,139.8255507,110.161361,133.2342107,no_change,
93,WBGene00005535,sri-23,F59E11.3,Live,pseudogene,3.093105564,-0.631083153,0.868007696,4.093523226,0,6.996543307,0,7.468566849,0,no_change,
1116,WBGene00044220,,Y102A5C.35,Live,pseudogene,6.697084935,-0.636714492,0.727777944,13.64507742,6.228568536,4.197925984,2.741677465,11.20285027,2.166409929,no_change,
905,WBGene00021664,,Y48G1BL.5,Live,pseudogene,97.74386491,-0.647858441,0.161108435,112.5718887,112.1142337,132.2346685,68.54193663,97.09136904,63.90909292,no_change,
749,WBGene00017677,asp-11,F21F8.2,Live,pseudogene,14.0830559,-0.649082027,0.639100056,9.551554193,31.83490585,9.795160629,4.112516198,20.53855884,8.665639717,no_change,
776,WBGene00018448,,F45D11.1,Live,pseudogene,42.63713034,-0.652692722,0.586328849,73.68341806,28.37459,54.57303779,79.50864649,5.601425137,14.08166454,no_change,
902,WBGene00021606,,Y46H3C.6,Live,pseudogene,23.3859791,-0.658303871,0.492273535,42.29974,15.22538976,27.98617323,16.45006479,24.27284226,14.08166454,no_change,
553,WBGene00014769,,F53B2.7,Live,pseudogene,9.608768973,-0.667624725,0.659417015,20.46761613,9.68888439,4.897580315,4.112516198,13.06999199,5.416024823,no_change,
649,WBGene00014954,,Y102A5C.5,Live,pseudogene,205.6798742,-0.668167858,0.092493421,200.5826381,236.6856044,320.4416834,180.9507127,143.7699118,151.6486951,no_change,
492,WBGene00014613,,Y111B2A.25,Live,pseudogene,164.4229077,-0.668283762,0.268836836,191.0310839,152.2538976,263.0700283,206.9966486,61.61567651,111.5701114,no_change,
484,WBGene00014294,,C53C7.5,Live,pseudogene,454.9923008,-0.676336281,0.098542581,702.0392332,431.8474185,543.6314149,268.6843916,476.1211366,307.63021,no_change,
305,WBGene00009954,,F53B2.1,Live,pseudogene,9.296013634,-0.67849921,0.721562151,10.23380806,15.22538976,8.395851968,0,18.67141712,3.249614894,no_change,
787,WBGene00018664,bath-11,F52C6.7,Live,pseudogene,58.93387349,-0.681651006,0.292062151,82.55271838,74.05075927,60.86992677,23.30425845,59.74853479,53.07704327,no_change,
17,WBGene00003433,msp-37,K08F4.10,Live,pseudogene,4.1927547,-0.687970922,0.763799703,2.046761613,9.68888439,3.498271653,1.370838733,7.468566849,1.083204965,no_change,
286,WBGene00009428,,F35E12.4,Live,pseudogene,44.95518074,-0.689256951,0.444008982,82.55271838,32.52696902,50.37511181,31.52929085,59.74853479,12.99845958,no_change,
676,WBGene00015013,btb-3,B0047.2,Live,pseudogene,29.61697737,-0.695271787,0.388212148,31.38367806,47.06029561,30.78479055,16.45006479,33.60855082,18.4144844,no_change,
476,WBGene00013842,fbxa-34,ZC47.10,Live,pseudogene,32.85534627,-0.704682603,0.406903474,56.62707129,23.5301478,41.97925984,13.70838733,29.8742674,31.41294398,no_change,
1347,WBGene00077660,,Y17D7B.9,Live,pseudogene,2.068213878,-0.711454687,0.845882092,4.093523226,0,3.498271653,0,3.734283425,1.083204965,no_change,
928,WBGene00022205,,Y73B3A.3,Live,pseudogene,83.11225181,-0.712094826,0.148915136,94.15103419,98.96503341,117.5419276,64.42942043,46.67854281,76.90755249,no_change,
495,WBGene00014643,,B0391.8,Live,pseudogene,39.89372507,-0.714908073,0.331188755,31.38367806,69.89838024,47.57649449,21.93341972,31.74140911,36.8289688,no_change,
669,WBGene00014987,,ZK637.6,Live,pseudogene,197.8601514,-0.732092978,0.124609002,223.0970158,233.2252885,285.4589669,87.73367889,147.5041953,210.1417631,no_change,
273,WBGene00009071,,F23A7.6,Live,pseudogene,14.17808175,-0.735623194,0.566447784,15.00958516,10.38094756,27.2865189,12.33754859,16.80427541,3.249614894,no_change,
353,WBGene00011483,,T05E11.7,Live,pseudogene,5.710568388,-0.742372673,0.73526346,7.50479258,6.228568536,7.696197637,10.96670986,1.867141712,0,no_change,
26,WBGene00004054,,AC8.1,Live,pseudogene,72.52767042,-0.748461886,0.222586494,83.91722612,103.1174124,85.35782834,26.04593592,72.81852678,63.90909292,no_change,
1296,WBGene00077498,,R07B5.10,Live,pseudogene,1.850244724,-0.75412781,0.866091691,0,0.692063171,6.296888976,4.112516198,0,0,no_change,
1172,WBGene00044808,,Y39A1A.25,Live,pseudogene,15.22365069,-0.769886176,0.595635232,6.822538709,42.90791658,7.696197637,4.112516198,16.80427541,12.99845958,no_change,
575,WBGene00014821,,R10E8.7,Live,pseudogene,177.8753636,-0.770797704,0.126946246,277.6773255,204.1586354,189.6063236,156.2756155,168.0427541,71.49152767,no_change,
281,WBGene00009310,,F32A11.5,Live,pseudogene,23.43098433,-0.77306377,0.35090605,27.97240871,37.37141122,23.08859291,16.45006479,20.53855884,15.16486951,no_change,
760,WBGene00017917,clec-120,F29A7.7,Live,pseudogene,1.252909094,-0.787994413,,4.775777096,0,0,2.741677465,0,0,no_change,
464,WBGene00013706,,Y106G6E.2,Live,pseudogene,17.31091602,-0.790731177,0.487228911,12.96282355,25.60633732,26.58686457,6.854193663,24.27284226,7.582434753,no_change,
1412,WBGene00219307,,F56D6.17,Live,pseudogene,70.92183645,-0.792679946,0.177925769,66.86087935,125.9554971,77.6616307,43.86683944,42.94425938,68.24191278,no_change,
921,WBGene00022017,,Y61A9LA.5,Live,pseudogene,14.51023053,-0.803700471,0.479899131,20.46761613,8.996821219,25.88721023,13.70838733,9.335708562,8.665639717,no_change,
1203,WBGene00045068,,C08F11.16,Live,pseudogene,3.83928454,-0.816891023,0.789684141,8.187046451,0,6.296888976,0,7.468566849,1.083204965,no_change,
101,WBGene00005576,sri-64,F13A7.6,Live,pseudogene,0.227417957,-0.81820305,,1.364507742,0,0,0,0,0,no_change,
116,WBGene00005695,sru-32,C50C10.5,Live,pseudogene,0.227417957,-0.81820305,,1.364507742,0,0,0,0,0,no_change,
568,WBGene00014800,nhr-200,K06B4.13,Live,pseudogene,0.227417957,-0.81820305,,1.364507742,0,0,0,0,0,no_change,
653,WBGene00014958,,Y105C5A.2,Live,pseudogene,0.227417957,-0.81820305,,1.364507742,0,0,0,0,0,no_change,
860,WBGene00020547,srz-7,T17A3.11,Live,pseudogene,0.227417957,-0.81820305,,1.364507742,0,0,0,0,0,no_change,
1228,WBGene00045279,,B0513.12,Live,pseudogene,0.227417957,-0.81820305,,1.364507742,0,0,0,0,0,no_change,
312,WBGene00010209,fbxa-191,F57G4.4,Live,pseudogene,38.12240578,-0.828777612,0.396655043,66.17862548,25.60633732,55.27269212,42.49600071,5.601425137,33.57935391,no_change,
618,WBGene00014902,,Y49E10.5,Live,pseudogene,6.54650795,-0.830699464,0.687615121,12.96282355,2.768252683,9.095506299,0,11.20285027,3.249614894,no_change,
110,WBGene00005646,srp-5,C03G6.18,Live,pseudogene,61.82775788,-0.831580811,0.211918981,59.35608677,110.7301073,66.46716141,27.41677465,69.08424336,37.91217376,no_change,
1087,WBGene00044038,,C47G2.6,Live,pseudogene,7.149291376,-0.833789246,0.645635039,11.59831581,1.384126341,14.69274094,6.854193663,1.867141712,6.499229788,no_change,
628,WBGene00014918,fbxa-123,Y53C10A.14,Live,pseudogene,94.7036447,-0.834651211,0.095652686,103.0203345,116.9586759,144.1287921,45.23767818,76.55281021,82.32357732,no_change,
496,WBGene00014646,,B0399.t3,Live,pseudogene,0.230687724,-0.836100918,,0,1.384126341,0,0,0,0,no_change,
1167,WBGene00044782,,F41D3.13,Live,pseudogene,0.230687724,-0.836100918,,0,1.384126341,0,0,0,0,no_change,
1330,WBGene00077608,,F22B8.9,Live,pseudogene,0.230687724,-0.836100918,,0,1.384126341,0,0,0,0,no_change,
1443,WBGene00235382,,ZK354.18,Live,pseudogene,0.230687724,-0.836100918,,0,1.384126341,0,0,0,0,no_change,
1392,WBGene00194939,,C01B9.5,Live,pseudogene,5.673247944,-0.840965822,0.650342756,5.458030967,10.38094756,6.296888976,1.370838733,1.867141712,8.665639717,no_change,
79,WBGene00005438,srh-230,C04F2.3,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
136,WBGene00005840,srw-93,F32A7.2,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
153,WBGene00005961,srx-70,K07C6.15,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
260,WBGene00008827,,F14H3.8,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
965,WBGene00023230,,BE0003N10.t4,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
1047,WBGene00023367,,Y37E11B.t2,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
1184,WBGene00045007,,K01G12.4,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
1209,WBGene00045100,,K03D3.14,Live,pseudogene,0.23321811,-0.849794956,,0,0,1.399308661,0,0,0,no_change,
1175,WBGene00044907,,K08E7.10,Live,pseudogene,22.90897386,-0.855036548,0.317657676,19.78536226,35.98728488,32.88375354,20.56258099,13.06999199,15.16486951,no_change,
987,WBGene00023264,,D1065.2,Live,pseudogene,0.683309036,-0.85524048,,2.729015484,0,0,1.370838733,0,0,no_change,
1406,WBGene00215616,,W04G3.17,Live,pseudogene,0.638639841,-0.864900691,,1.364507742,1.384126341,0,0,0,1.083204965,no_change,
291,WBGene00009598,,F40G12.3,Live,pseudogene,0.641170228,-0.872228923,,1.364507742,0,1.399308661,0,0,1.083204965,no_change,
223,WBGene00007798,,C29A12.2,Live,pseudogene,17.66712566,-0.874182939,0.497966198,18.42085451,13.14920024,37.08167953,27.41677465,5.601425137,4.332819859,no_change,
1309,WBGene00077556,,Y18D10A.27,Live,pseudogene,2.268436738,-0.879734843,0.759594495,2.046761613,4.844442195,2.098962992,1.370838733,0,3.249614894,no_change,
750,WBGene00017680,,F21F8.6,Live,pseudogene,21.66364593,-0.883234491,0.439272929,29.33691645,29.75871634,24.48790157,2.741677465,31.74140911,11.91525461,no_change,
795,WBGene00018929,,F56B3.3,Live,pseudogene,5.111230115,-0.900078011,0.608941034,5.458030967,7.612694878,6.996543307,5.48335493,1.867141712,3.249614894,no_change,
1252,WBGene00045516,,F43D2.7,Live,pseudogene,12.55365661,-0.912209602,0.570066545,17.05634677,1.384126341,30.78479055,15.07922606,5.601425137,5.416024823,no_change,
782,WBGene00018577,asna-2,F47G3.2,Live,pseudogene,26.04909416,-0.91614626,0.397333726,27.29015484,27.68252683,47.57649449,37.01264578,3.734283425,12.99845958,no_change,
534,WBGene00014732,,F09F3.8,Live,pseudogene,7.77348907,-0.918305798,0.602249315,6.140284838,11.07301073,13.29343228,0,7.468566849,8.665639717,no_change,
626,WBGene00014916,fbxa-124,Y53C10A.7,Live,pseudogene,61.75497946,-0.919200565,0.13437256,60.72059451,80.2793278,101.4498779,63.0585817,33.60855082,31.41294398,no_change,
674,WBGene00014994,,ZK1225.7,Live,pseudogene,48.4381002,-0.926804132,0.159664159,57.99157903,77.51107512,55.97234645,28.78761339,20.53855884,49.82742838,no_change,
1019,WBGene00023318,,K07D4.1,Live,pseudogene,46.46161241,-0.932763524,0.129021277,45.71100935,69.89838024,67.86647007,30.15845212,26.13998397,38.99537873,no_change,
92,WBGene00005534,sri-22,F19F10.2,Live,pseudogene,2.766985437,-1.009423755,0.785551463,0,6.920631707,4.197925984,5.48335493,0,0,no_change,
861,WBGene00020591,nhr-220,T19H12.8,Live,pseudogene,19.47299984,-1.013336788,0.323852333,21.14987,29.75871634,27.2865189,24.67509719,7.468566849,6.499229788,no_change,
180,WBGene00006194,str-147,C12D5.1,Live,pseudogene,1.157031171,-1.014722592,,4.775777096,0,0,0,0,2.166409929,no_change,
531,WBGene00014729,,E03H4.9,Live,pseudogene,1.698992804,-1.020468411,,2.046761613,0,4.897580315,0,0,3.249614894,no_change,
864,WBGene00020619,,T20D4.13,Live,pseudogene,7.140027474,-1.028634521,0.522512662,10.91606193,8.996821219,8.395851968,4.112516198,9.335708562,1.083204965,no_change,
1092,WBGene00044053,,C01G12.12,Live,pseudogene,32.6664279,-1.031158083,0.191213907,50.48678645,31.83490585,49.67545748,10.96670986,20.53855884,32.49614894,no_change,
625,WBGene00014915,,Y53C10A.1,Live,pseudogene,259.3875383,-1.032939473,0.008007785,285.8643719,348.1077749,409.9974378,126.1171634,225.9241472,160.3143348,down,
315,WBGene00010294,fbxa-129,F59A1.8,Live,pseudogene,84.53413352,-1.040906152,0.033242099,102.3380806,128.0316866,111.2450386,38.38348451,57.88139308,69.32511774,down,
1372,WBGene00189944,,E03A3.10,Live,pseudogene,2.059966962,-1.044523873,0.767091081,2.729015484,0,5.597234645,0,1.867141712,2.166409929,no_change,
1386,WBGene00194812,,F19B2.12,Live,pseudogene,40.60587523,-1.047986769,0.100133691,50.48678645,47.06029561,66.46716141,32.90012958,26.13998397,20.58089433,no_change,
1219,WBGene00045182,,W01B6.10,Live,pseudogene,1.707693033,-1.05078729,,0,0,6.996543307,0,0,3.249614894,no_change,
850,WBGene00020295,pqbp-1.2,T07A9.1,Live,pseudogene,114.0365581,-1.054663436,0.006220652,163.0586751,144.6412027,154.6236071,72.65445283,69.08424336,80.15716739,down,
735,WBGene00017235,,F08B4.3,Live,pseudogene,94.55127145,-1.064135792,0.047031608,104.3848423,139.7967605,139.2312118,32.90012958,78.41995192,72.57473263,down,
689,WBGene00015597,fbxa-162,C08E3.5,Live,pseudogene,9.307090589,-1.075317569,0.440763861,17.73860064,12.45713707,7.696197637,10.96670986,3.734283425,3.249614894,no_change,
835,WBGene00019932,,R07C12.2,Live,pseudogene,232.5051298,-1.085728196,0.000719984,342.4914432,296.8951002,309.2472142,174.096519,132.5670616,139.7334404,down,
14,WBGene00002221,klp-10,C33H5.4,Live,pseudogene,966.6027542,-1.088091678,3.35E-05,1263.534169,1319.764467,1358.72871,563.4147191,744.9895432,549.1849171,down,
1060,WBGene00023391,,Y73B3A.t1,Live,pseudogene,7.767980638,-1.094032849,0.461005932,14.32733129,4.844442195,12.59377795,2.741677465,5.601425137,6.499229788,no_change,
1188,WBGene00045017,,F36H1.13,Live,pseudogene,1.876079411,-1.096795399,0.800914856,6.822538709,0,0.699654331,0,3.734283425,0,no_change,
1004,WBGene00023289,,F53A3.5,Live,pseudogene,29.73716242,-1.100425607,0.115045093,43.66424774,41.52379024,36.38202519,21.93341972,18.67141712,16.24807447,no_change,
407,WBGene00012588,lips-16,Y38E10A.10,Live,pseudogene,46.72707677,-1.120562659,0.06898116,49.80453258,64.36187488,77.6616307,20.56258099,35.47569253,32.49614894,no_change,
1374,WBGene00194644,,ZK795.6,Live,pseudogene,7.309181427,-1.137112324,0.526814471,10.23380806,13.84126341,6.296888976,0,3.734283425,9.748844682,no_change,
194,WBGene00007077,,AC8.5,Live,pseudogene,4.327421034,-1.149237731,0.614821474,10.91606193,1.384126341,5.597234645,0,3.734283425,4.332819859,no_change,
788,WBGene00018666,bath-6,F52C6.9,Live,pseudogene,38.2447639,-1.165426588,0.057325242,59.35608677,51.21267463,48.27614882,23.30425845,22.40570055,24.91371419,no_change,
802,WBGene00019131,bath-12,F59H5.3,Live,pseudogene,68.27089364,-1.19465905,0.02920737,86.64624161,108.6539178,90.25540866,60.31690424,28.00712568,35.74576383,down,
1256,WBGene00050900,,ZK228.11,Live,pseudogene,0.887909594,-1.196332715,,0,3.460315854,0,0,1.867141712,0,no_change,
241,WBGene00008306,,C54E10.1,Live,pseudogene,0.757779283,-1.197524538,,1.364507742,0,2.098962992,0,0,1.083204965,no_change,
1080,WBGene00043987,,AC8.9,Live,pseudogene,34.16163828,-1.19795747,0.131913329,30.70142419,65.05393805,47.57649449,12.33754859,16.80427541,32.49614894,no_change,
651,WBGene00014956,,Y102A5C.11,Live,pseudogene,1.284714719,-1.199904373,,0.682253871,3.460315854,1.399308661,0,0,2.166409929,no_change,
641,WBGene00014944,,Y68A4A.12,Live,pseudogene,0.807722818,-1.202163162,,0,2.076189512,1.399308661,1.370838733,0,0,no_change,
1134,WBGene00044430,,T23F4.5,Live,pseudogene,2.004872029,-1.239416889,0.770055431,0.682253871,7.612694878,0,0,3.734283425,0,no_change,
1363,WBGene00077772,,T02G6.10,Live,pseudogene,11.60422116,-1.24572543,0.334398543,10.91606193,8.304758049,29.38548189,5.48335493,11.20285027,4.332819859,no_change,
441,WBGene00013316,,Y57G11C.21,Live,pseudogene,3.746168957,-1.24984292,0.618652565,6.822538709,0.692063171,8.395851968,5.48335493,0,1.083204965,no_change,
1148,WBGene00044660,fbxa-87,F44G3.13,Live,pseudogene,13.0674153,-1.275189895,0.288990612,17.73860064,29.06665317,9.095506299,6.854193663,3.734283425,11.91525461,no_change,
268,WBGene00008966,,F20B10.2,Live,pseudogene,6.741439012,-1.279456144,0.498857383,5.458030967,18.68570561,4.897580315,2.741677465,0,8.665639717,no_change,
1232,WBGene00045293,fbxa-175,C38D9.12,Live,pseudogene,23.36130874,-1.280008325,0.301891401,31.38367806,35.29522171,32.18409921,0,26.13998397,15.16486951,no_change,
1414,WBGene00219352,,Y7A5A.21,Live,pseudogene,2.656903183,-1.282444301,0.644940722,0.682253871,4.844442195,5.597234645,0,3.734283425,1.083204965,no_change,
892,WBGene00021278,,Y23H5B.7,Live,pseudogene,3.605603715,-1.298746125,0.573322871,6.822538709,5.536505366,2.798617323,2.741677465,3.734283425,0,no_change,
399,WBGene00012498,,Y24F12A.3,Live,pseudogene,13.22730621,-1.304221684,0.364643604,19.78536226,12.45713707,24.48790157,0,7.468566849,15.16486951,no_change,
847,WBGene00020167,,T02G5.11,Live,pseudogene,14.90479099,-1.307108861,0.207714083,24.56113935,23.5301478,16.09204961,9.595871128,3.734283425,11.91525461,no_change,
435,WBGene00013134,hsf-2,Y53C10A.3,Live,pseudogene,21.79855979,-1.307981618,0.191889427,27.97240871,35.98728488,28.68582756,2.741677465,22.40570055,12.99845958,no_change,
410,WBGene00012623,fbxa-149,Y38H6C.10,Live,pseudogene,27.24408489,-1.319538521,0.165358103,53.8980558,19.37776878,42.67891417,17.82090352,24.27284226,5.416024823,no_change,
647,WBGene00014951,,Y76A2B.t2,Live,pseudogene,2.037063539,-1.35807284,0.67494236,2.729015484,4.844442195,1.399308661,0,0,3.249614894,no_change,
460,WBGene00013644,,Y105C5A.25,Live,pseudogene,47.55440889,-1.37055997,0.154062139,30.01917032,78.20313829,97.25195196,4.112516198,41.07711767,34.66255887,no_change,
491,WBGene00014576,,Y43F11A.6,Live,pseudogene,151.8094521,-1.380332811,0.008226678,258.5742171,123.1872444,274.964152,84.99200142,113.8956445,55.2434532,down,
8,WBGene00001111,duo-2,F29C4.5,Live,pseudogene,6.291660333,-1.380820835,0.459647413,6.822538709,8.996821219,11.89412362,1.370838733,0,8.665639717,no_change,
